1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1402,0,0,None,2,TwnhsE,None,None,0,0,None,None,0,2,None,1258,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,0,Typ,648,3,TA,Fin,TA,Attchd,2006,1402,2,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3922,Inside,53,Reg,0,120,RL,72,BrkFace,None,0,2,Blmngtn,16,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1258,AllPub,120,2006,2007,2007
780,595,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,780,Y,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,None,Gd,1,PConc,1,Typ,544,1,TA,Unf,TA,Detchd,1979,1375,1,GasA,TA,1.5Fin,1,Gd,Bnk,Gtl,9000,Inside,50,Reg,0,50,RM,0,None,None,0,12,IDOTRR,162,6,6,P,0,None,CompShg,Gable,Normal,WD,126,Pave,6,780,AllPub,0,1937,1950,2007
1186,800,0,None,3,1Fam,TA,No,454,0,BLQ,Unf,0,0,TA,314,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Fa,3,CBlock,2,Typ,486,2,TA,Unf,TA,Attchd,1965,1986,1,GasA,TA,2Story,1,TA,Lvl,Gtl,13600,Inside,85,Reg,0,60,RL,176,BrkFace,None,0,10,NAmes,42,6,7,Y,0,None,CompShg,Gable,Normal,WD,189,Pave,7,768,AllPub,0,1965,1990,2009
1040,0,0,None,3,1Fam,TA,No,732,0,GLQ,Unf,1,0,Gd,308,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,GdPrv,None,0,PConc,1,Typ,576,2,TA,Unf,TA,Detchd,2000,1040,0,GasA,Gd,1Story,1,Gd,Low,Mod,12464,Corner,82,IR2,0,20,RL,0,None,None,0,11,CollgCr,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1040,AllPub,168,1996,1996,2009
1476,677,0,None,3,1Fam,TA,Mn,904,0,GLQ,Unf,1,0,Ex,536,Y,PosN,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Ex,2,PConc,2,Typ,736,3,TA,Fin,TA,Attchd,2000,2153,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,11050,Inside,105.1189802,Reg,0,60,RL,204,BrkFace,None,0,5,CollgCr,142,5,9,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1440,AllPub,253,2000,2000,2009
1054,0,0,None,3,1Fam,TA,Gd,763,0,GLQ,Unf,1,0,TA,173,Y,Feedr,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,None,0,PConc,1,Typ,480,2,TA,RFn,TA,Attchd,1963,1054,0,GasA,Ex,SFoyer,1,Gd,Lvl,Gtl,8800,Inside,80,Reg,0,85,RL,156,BrkFace,None,0,5,NAmes,0,7,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,936,AllPub,120,1963,1963,2010
807,702,0,None,3,1Fam,TA,No,457,0,GLQ,Unf,1,0,Gd,326,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,393,2,TA,Fin,TA,Attchd,2002,1509,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7861,Inside,88.66228059,IR1,0,60,RL,0,None,None,0,6,Gilbert,75,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,783,AllPub,100,2002,2003,2006
1828,0,0,None,3,1Fam,TA,Av,48,0,GLQ,Unf,0,0,Ex,1774,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,None,Gd,1,PConc,2,Typ,774,3,TA,Unf,TA,Attchd,2007,1828,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11694,Inside,90,Reg,0,20,RL,452,BrkFace,None,0,7,NridgHt,108,5,9,Y,0,None,CompShg,Hip,Partial,New,260,Pave,9,1822,AllPub,0,2007,2007,2007
1116,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1116,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,440,2,TA,Unf,TA,Attchd,1962,1116,1,GasA,TA,1Story,1,TA,Lvl,Gtl,10000,Corner,87,IR1,0,20,RL,261,BrkFace,None,0,2,NAmes,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,385,Pave,5,1116,AllPub,0,1962,1962,2010
1422,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,978,Y,Norm,Norm,SBrkr,36,TA,TA,Wd Sdng,Wd Sdng,GdWo,TA,1,CBlock,1,Min1,286,1,TA,RFn,TA,Attchd,1960,1422,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12342,Inside,111.0945543,IR1,0,20,RL,0,None,Shed,600,8,NAmes,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,978,AllPub,0,1960,1978,2007
1057,872,0,None,3,1Fam,TA,No,738,0,GLQ,Unf,1,0,Gd,319,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,650,2,TA,Fin,TA,Attchd,2001,1929,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7050,Inside,83.96427812,Reg,0,60,FV,0,None,None,0,5,Somerst,235,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1057,AllPub,0,2001,2001,2007
780,840,0,None,4,1Fam,TA,No,493,287,Rec,BLQ,0,0,TA,0,Y,RRAn,Norm,SBrkr,0,TA,TA,WdShing,HdBoard,GdWo,None,0,CBlock,2,Min1,462,2,TA,Fin,TA,Attchd,1969,1620,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10793,Inside,80,Reg,0,60,RL,263,BrkFace,None,0,4,NWAmes,0,5,5,Y,0,None,CompShg,Mansard,Normal,WD,0,Pave,7,780,AllPub,208,1969,1969,2007
1048,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Min1,420,2,TA,Unf,TA,Detchd,1950,1048,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,7200,Inside,60,Reg,0,20,RL,0,None,None,0,7,NAmes,27,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,0,AllPub,0,1950,1950,2008
1094,0,0,None,3,1Fam,TA,Mn,500,0,Rec,Unf,0,0,TA,594,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,2,CBlock,1,Typ,495,2,TA,RFn,TA,Attchd,1953,1094,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10452,Inside,85,IR1,0,20,RL,216,Stone,None,0,6,Edwards,0,5,6,Y,0,None,CompShg,Hip,Normal,WD,287,Pave,5,1094,AllPub,0,1953,1953,2008
1051,788,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,756,Y,PosN,Norm,SBrkr,216,TA,TA,MetalSd,MetalSd,None,TA,1,CBlock,1,Typ,442,2,TA,Unf,TA,Attchd,1966,1839,1,GasA,TA,2Story,1,TA,Lvl,Gtl,7700,Inside,70,Reg,0,60,RL,351,BrkFace,None,0,6,NAmes,124,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,756,AllPub,0,1966,1966,2010
755,755,0,None,4,1Fam,None,None,0,0,None,None,1,0,None,755,Y,Artery,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,Gd,1,CBlock,1,Typ,296,1,Po,Unf,Fa,Detchd,1940,1510,0,GasA,TA,2Story,1,TA,Lvl,Gtl,9084,Inside,60,Reg,0,70,RL,0,None,None,0,10,Edwards,0,5,4,P,0,None,CompShg,Gable,Normal,WD,0,Pave,7,755,AllPub,120,1940,1950,2009
756,713,0,Grvl,3,1Fam,None,None,0,0,None,None,0,0,None,756,Y,Norm,Norm,SBrkr,239,TA,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,1,Typ,216,1,TA,Unf,TA,Detchd,1906,1469,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,10320,Inside,60,Reg,0,50,RM,0,None,None,0,6,IDOTRR,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,756,AllPub,57,1906,1995,2008
1053,0,0,None,3,1Fam,TA,No,806,0,ALQ,Unf,1,0,TA,247,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,312,1,TA,RFn,TA,Attchd,1959,1053,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10007,Inside,72,IR1,0,20,RL,54,BrkFace,None,0,8,NAmes,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1053,AllPub,0,1959,2006,2008
1486,0,0,None,3,1Fam,TA,No,637,0,BLQ,Unf,1,0,TA,849,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,None,0,PConc,1,Typ,480,2,TA,Fin,TA,Detchd,1968,1486,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9937,Corner,75,Reg,0,20,RL,0,None,None,0,3,Edwards,0,7,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1486,AllPub,0,1964,1999,2009
1686,762,0,None,4,1Fam,Gd,No,1361,180,GLQ,Rec,1,0,Gd,88,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,711,3,TA,RFn,TA,Attchd,1994,2448,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,46589,CulDSac,52,IR2,0,60,RL,528,BrkFace,None,0,7,NoRidge,76,7,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1629,AllPub,517,1994,2005,2009
738,738,0,None,3,1Fam,TA,No,193,0,GLQ,Unf,1,0,Gd,545,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,540,2,TA,Fin,TA,Attchd,2005,1476,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8633,FR2,64,Reg,0,60,RL,0,None,None,0,2,CollgCr,35,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,738,AllPub,100,2005,2005,2009
697,672,0,None,3,1Fam,TA,No,551,0,BLQ,Unf,1,0,TA,121,N,Artery,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,2,Typ,300,1,TA,Unf,TA,Detchd,1930,1369,0,GasA,TA,2Story,1,TA,Lvl,Gtl,6629,Inside,54,Reg,0,70,RH,0,None,None,0,7,Edwards,0,6,6,Y,0,None,CompShg,Gambrel,Normal,WD,0,Pave,6,672,AllPub,147,1925,1950,2009
1136,0,0,None,3,1Fam,TA,No,892,0,Rec,Unf,1,0,TA,244,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,Gd,1,CBlock,1,Typ,384,1,TA,RFn,TA,Attchd,1965,1136,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9200,Inside,80,Reg,0,20,RL,0,None,None,0,7,NAmes,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1136,AllPub,426,1965,1965,2008
2046,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,2046,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,834,3,TA,Fin,TA,Attchd,2008,2046,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11844,Inside,80,IR1,0,20,RL,464,Stone,None,0,7,StoneBr,82,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,7,2046,AllPub,322,2008,2008,2009
923,0,0,None,2,TwnhsE,TA,No,543,119,BLQ,BLQ,0,0,Gd,261,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,1,CBlock,2,Typ,264,1,TA,RFn,TA,Attchd,1980,923,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8012,Inside,50,Reg,0,120,RL,0,None,None,0,5,SawyerW,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,923,AllPub,80,1980,1980,2010
1484,0,144,None,3,1Fam,TA,Av,712,0,GLQ,Unf,1,0,Gd,761,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,606,2,TA,RFn,TA,Attchd,2004,1484,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8400,Inside,70,Reg,0,20,RL,109,BrkFace,None,0,5,CollgCr,35,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1473,AllPub,0,2004,2005,2010
1824,0,0,None,2,1Fam,TA,Gd,1219,0,GLQ,Unf,1,0,Gd,424,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,2,CBlock,2,Typ,739,2,TA,Unf,TA,Attchd,1971,1824,0,GasA,TA,1Story,1,Gd,Low,Sev,115149,CulDSac,59.91111111,IR2,0,20,RL,351,Stone,None,0,6,ClearCr,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1643,AllPub,380,1971,2002,2007
725,754,0,None,3,1Fam,TA,No,533,0,GLQ,Unf,0,0,TA,192,Y,RRAe,Norm,SBrkr,0,TA,Gd,HdBoard,Plywood,None,None,0,CBlock,2,Typ,475,2,TA,RFn,TA,Attchd,1976,1479,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13517,CulDSac,59.91111111,IR1,0,60,RL,289,BrkFace,None,0,3,Sawyer,44,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,725,AllPub,0,1976,2005,2010
864,0,0,None,3,1Fam,TA,No,191,0,ALQ,Unf,0,0,TA,673,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,463,2,TA,Unf,TA,Detchd,1994,864,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8120,Inside,70,Reg,0,20,RL,0,None,None,0,7,NAmes,0,7,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,864,AllPub,0,1970,1970,2009
1680,0,182,None,3,1Fam,TA,No,808,0,GLQ,Unf,1,0,Gd,72,Y,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Plywood,None,Gd,1,CBlock,2,Typ,540,2,TA,Fin,TA,Attchd,1988,1680,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,21695,Corner,147.2922265,IR1,0,20,RL,260,BrkFace,None,0,12,Crawfor,44,9,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,880,AllPub,292,1988,2007,2009
1232,0,0,None,2,1Fam,TA,Av,724,0,GLQ,Unf,1,0,Gd,508,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,632,2,TA,RFn,TA,Attchd,2007,1232,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7314,Inside,64,Reg,0,20,RL,82,Stone,None,0,2,CollgCr,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1232,AllPub,132,2007,2007,2009
1776,0,0,None,4,Duplex,None,None,0,0,None,None,1,0,None,1584,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,2,Typ,888,3,TA,Unf,TA,Detchd,1968,1776,0,GasA,TA,1Story,2,TA,Lvl,Gtl,11475,Corner,85,Reg,0,90,RL,95,BrkFace,None,0,7,NAmes,25,5,5,Y,0,None,CompShg,Gable,Abnorml,COD,0,Pave,9,1584,AllPub,0,1958,1958,2009
848,0,0,Grvl,2,1Fam,TA,No,152,0,BLQ,Unf,0,0,TA,628,Y,Norm,Norm,FuseA,112,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,539,2,TA,Unf,TA,Detchd,1962,1208,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6240,Inside,52,Reg,360,30,RM,0,None,None,0,1,IDOTRR,23,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,780,AllPub,0,1925,1950,2009
1616,0,0,None,2,TwnhsE,TA,No,1180,0,GLQ,Unf,1,0,Gd,415,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,None,TA,1,PConc,2,Typ,608,2,TA,RFn,TA,Attchd,1995,1616,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,5389,Inside,39,IR1,0,120,RL,0,None,None,0,3,StoneBr,152,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1595,AllPub,237,1995,1996,2010
1040,0,0,None,2,Duplex,None,None,0,0,None,None,0,0,None,0,N,Norm,Norm,FuseF,0,TA,TA,Stucco,Stone,None,None,0,CBlock,2,Typ,400,2,TA,Unf,TA,Detchd,1949,1040,0,GasA,Gd,1Story,2,TA,Lvl,Gtl,8544,Inside,60,Reg,0,90,RL,0,None,None,0,7,NAmes,0,4,3,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,0,AllPub,0,1950,1950,2006
1337,0,168,None,2,TwnhsE,TA,No,733,0,GLQ,Unf,1,0,Gd,604,Y,Norm,Norm,SBrkr,70,TA,Gd,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,462,2,TA,RFn,TA,Attchd,1993,1337,0,GasA,Gd,1Story,1,Gd,HLS,Gtl,5395,Inside,41,IR1,0,120,RL,0,None,None,0,10,StoneBr,0,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1337,AllPub,96,1993,1993,2008
980,1276,0,None,4,1Fam,TA,No,300,0,GLQ,Unf,0,0,Gd,652,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,554,2,TA,Fin,TA,BuiltIn,2000,2256,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8795,Inside,93.78166132,IR1,0,60,RL,0,None,None,0,4,Gilbert,54,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,952,AllPub,224,2000,2000,2009
1026,0,0,None,3,1Fam,TA,No,439,472,GLQ,LwQ,1,0,TA,115,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,None,0,CBlock,1,Typ,440,2,TA,RFn,TA,Detchd,1969,1026,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,7930,Inside,61,Reg,0,20,RL,0,None,None,0,7,NAmes,48,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1026,AllPub,171,1969,2005,2009
866,902,0,None,3,1Fam,TA,Av,20,0,GLQ,Unf,0,0,Gd,846,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,578,2,TA,RFn,TA,Attchd,2007,1768,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10769,Inside,68,IR1,0,60,RL,0,None,None,0,4,CollgCr,105,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,866,AllPub,144,2007,2007,2009
1328,1203,0,None,4,1Fam,TA,Av,56,64,LwQ,ALQ,0,0,Gd,1198,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,752,3,TA,RFn,TA,Attchd,1995,2531,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12257,Inside,65,IR1,0,60,RL,513,BrkFace,None,0,11,NoRidge,98,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1318,AllPub,222,1995,1995,2007
1494,0,0,None,2,TwnhsE,Gd,Av,437,1057,LwQ,GLQ,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,Gd,Gd,BrkFace,BrkFace,None,Gd,1,PConc,1,Typ,481,2,TA,Fin,TA,Attchd,1995,1494,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,9549,CulDSac,30,IR1,0,120,RL,0,None,None,0,4,Veenker,30,5,8,Y,0,None,CompShg,Hip,Normal,WD,216,Pave,6,1494,AllPub,0,1995,1996,2006
912,0,0,None,2,1Fam,TA,No,456,0,Rec,Unf,0,0,TA,456,Y,Feedr,Norm,FuseA,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,275,1,TA,RFn,TA,Attchd,1958,912,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10150,Inside,70,Reg,0,20,RL,1,None,None,0,7,NAmes,0,5,5,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,5,912,AllPub,0,1958,1958,2007
1614,0,0,None,3,1Fam,TA,Av,20,0,GLQ,Unf,0,0,Gd,1594,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,865,3,TA,RFn,TA,Attchd,2005,1614,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11210,Inside,86,IR1,0,20,RL,240,BrkFace,None,0,7,CollgCr,59,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1614,AllPub,144,2005,2006,2006
956,1128,0,None,4,1Fam,TA,No,656,0,GLQ,Unf,1,0,Gd,300,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,618,2,TA,RFn,TA,BuiltIn,2004,2084,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10142,Inside,76,IR1,0,60,RL,0,None,None,0,1,SawyerW,45,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,956,AllPub,0,2004,2004,2010
1496,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1496,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,None,None,0,PConc,2,Typ,474,2,TA,Fin,TA,Attchd,2007,1496,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9158,Inside,76,Reg,0,20,RL,140,Stone,None,0,6,Somerst,130,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1496,AllPub,168,2007,2007,2007
981,787,0,None,3,1Fam,TA,No,569,0,ALQ,Unf,1,0,Gd,162,Y,Feedr,Norm,SBrkr,264,TA,TA,Wd Sdng,Wd Sdng,MnPrv,TA,2,BrkTil,1,Typ,240,1,TA,Unf,TA,Detchd,1939,1768,1,GasA,Ex,1.5Fin,1,Gd,Lvl,Gtl,7200,Corner,60,Reg,0,50,RL,252,BrkFace,None,0,6,SWISU,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,731,AllPub,0,1937,1950,2007
848,0,0,None,1,TwnhsE,TA,Gd,662,0,GLQ,Unf,1,0,Gd,186,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,1,Typ,420,2,TA,Fin,TA,Attchd,2004,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4438,Inside,66.6183158,Reg,0,120,RM,169,BrkFace,None,0,6,CollgCr,0,5,6,Y,0,None,CompShg,Gable,Normal,ConLD,0,Pave,4,848,AllPub,140,2004,2004,2008
686,564,0,Grvl,3,1Fam,None,None,0,0,None,None,0,1,None,686,Y,Norm,Norm,SBrkr,96,TA,TA,Stucco,Stucco,None,None,0,BrkTil,1,Typ,280,1,TA,Unf,TA,Detchd,1955,1250,1,GasW,Gd,1.5Fin,1,Fa,Lvl,Gtl,8248,Inside,45,Reg,0,50,RL,0,None,None,0,7,Edwards,0,7,5,P,0,None,CompShg,Gable,Normal,WD,0,Pave,7,686,AllPub,207,1918,1950,2006
810,672,0,None,4,1Fam,TA,No,156,0,BLQ,Unf,0,0,TA,516,N,Norm,Norm,SBrkr,254,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,2,Typ,400,1,TA,Unf,TA,Detchd,1934,1482,0,GasA,TA,2Story,1,Fa,Lvl,Gtl,12155,Inside,110.2497166,IR1,0,70,RH,0,None,None,0,3,SWISU,0,8,6,P,0,None,CompShg,Gable,Normal,WD,0,Pave,7,672,AllPub,0,1925,1950,2008
958,581,0,Grvl,3,1Fam,None,None,0,0,None,None,0,0,None,650,Y,Norm,Norm,SBrkr,68,TA,TA,MetalSd,MetalSd,None,Po,1,PConc,2,Typ,686,2,TA,Unf,Gd,Detchd,1983,1539,0,GasA,Gd,2Story,1,Gd,Lvl,Gtl,10440,Inside,60,Reg,0,70,RM,0,None,None,0,6,OldTown,78,8,5,P,0,None,CompShg,Gable,Normal,WD,0,Pave,8,650,AllPub,70,1904,2002,2008
864,0,0,None,3,1Fam,TA,Av,460,0,BLQ,Unf,1,0,TA,404,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,None,Fa,1,CBlock,1,Typ,338,1,TA,Unf,TA,Attchd,1972,864,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,15523,CulDSac,36,IR1,0,20,RL,0,None,None,0,8,CollgCr,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,864,AllPub,0,1972,1972,2009
1307,1051,0,None,5,1Fam,None,None,0,0,None,None,0,0,None,907,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,3,Typ,360,2,TA,Unf,Fa,Detchd,1908,2358,0,GasA,TA,1.5Fin,1,TA,Bnk,Gtl,45600,Inside,75,IR2,0,50,RL,0,None,None,0,9,ClearCr,40,8,6,Y,0,None,CompShg,Gable,Normal,WD,175,Pave,10,907,AllPub,486,1908,1997,2008
1097,0,0,None,3,1Fam,TA,No,338,0,GLQ,Unf,0,0,Gd,702,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,GdPrv,None,0,PConc,2,Typ,480,2,TA,Unf,TA,Attchd,1986,1097,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9672,Corner,81,Reg,0,20,RL,0,None,None,0,5,SawyerW,0,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1040,AllPub,0,1984,1985,2010
1148,0,0,None,3,1Fam,TA,No,1148,0,BLQ,Unf,1,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,TA,BrkFace,Plywood,GdPrv,None,0,CBlock,1,Typ,672,1,TA,Unf,TA,Attchd,1959,1148,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7931,Inside,70,Reg,0,20,RL,0,None,None,0,7,NAmes,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1148,AllPub,0,1959,1959,2009
