1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
901,900,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,893,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,800,3,TA,Fin,TA,Attchd,2005,1801,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,10463,CulDSac,72,IR1,0,60,RL,0,None,None,0,6,Gilbert,116,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,893,AllPub,0,2005,2005,2006
864,864,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,864,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,572,2,TA,RFn,TA,Attchd,2004,1728,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9313,Inside,65,IR1,0,60,RL,0,None,None,0,4,CollgCr,56,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,864,AllPub,187,2004,2004,2009
768,664,0,Grvl,2,1Fam,None,None,0,0,None,None,0,0,None,264,Y,Norm,Norm,SBrkr,112,Gd,TA,Wd Sdng,Wd Shng,GdPrv,None,0,BrkTil,2,Typ,360,2,Gd,Unf,TA,Detchd,1910,1432,0,GasA,Ex,2Story,1,TA,Lvl,Gtl,9600,Inside,60,Reg,0,70,RM,0,None,None,0,5,OldTown,0,7,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,7,264,AllPub,270,1910,2002,2007
912,0,0,None,3,1Fam,TA,Mn,832,0,GLQ,Unf,1,1,TA,80,Y,Feedr,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,GdPrv,None,0,CBlock,1,Typ,288,1,TA,Unf,TA,Detchd,1962,912,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,6768,Inside,65,IR1,0,20,RL,0,None,None,0,5,Sawyer,0,8,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,912,AllPub,168,1961,1996,2008
1349,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1349,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdPrv,None,0,PConc,2,Typ,539,2,TA,Unf,TA,Attchd,2000,1349,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8450,Inside,65,Reg,0,20,RL,108,BrkFace,None,0,12,SawyerW,55,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1349,AllPub,120,2000,2001,2007
1464,0,0,None,3,1Fam,TA,Av,444,0,ALQ,Unf,0,1,Gd,76,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,2,Min2,480,2,TA,RFn,TA,Attchd,1997,1464,0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,12886,Inside,70,IR1,0,80,RL,0,None,None,0,10,Sawyer,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,100,Pave,6,520,AllPub,302,1963,1999,2009
1175,1540,0,None,4,1Fam,Gd,No,575,80,GLQ,ALQ,0,1,TA,487,Y,Norm,Norm,SBrkr,0,Gd,Ex,VinylSd,VinylSd,None,TA,2,CBlock,3,Typ,831,2,TA,Fin,TA,BuiltIn,1994,2715,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8963,Inside,94.67312185,IR1,0,60,RL,289,BrkFace,None,0,7,NWAmes,204,9,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,11,1142,AllPub,0,1976,1996,2008
1320,1320,0,Pave,4,1Fam,None,None,0,0,None,None,0,0,None,1240,N,Norm,Norm,SBrkr,386,TA,Gd,Stucco,Stucco,None,Gd,1,Stone,1,Typ,864,4,TA,Unf,TA,Detchd,1950,2640,1,GasW,TA,2Story,1,Gd,Lvl,Gtl,11700,Corner,65,IR1,0,70,RM,0,None,None,0,5,OldTown,0,7,7,N,0,None,CompShg,Mansard,Normal,WD,0,Pave,8,1240,AllPub,181,1880,2003,2009
1720,0,0,None,3,1Fam,TA,No,919,0,GLQ,Unf,1,0,Gd,801,Y,Norm,Norm,SBrkr,154,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,527,2,TA,Fin,TA,Attchd,1996,1720,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10593,Inside,59,IR1,0,20,RL,338,BrkFace,None,0,3,NoRidge,56,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1720,AllPub,240,1996,1996,2010
1088,441,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,0,N,Norm,Norm,FuseF,185,TA,TA,WdShing,Wd Shng,None,None,0,Slab,2,Mod,240,1,TA,Unf,TA,Detchd,1945,1529,0,Wall,TA,1.5Fin,1,TA,Lvl,Gtl,8405,Inside,50,Reg,0,50,RL,0,None,None,0,4,Edwards,0,3,4,N,0,None,CompShg,Gable,Normal,WD,0,Pave,9,0,AllPub,92,1945,1950,2009
660,660,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,660,Y,RRAn,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,400,2,TA,Fin,TA,Attchd,2003,1320,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7750,Inside,88.03408431,Reg,0,60,RL,0,None,None,0,8,Gilbert,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,660,AllPub,0,2003,2003,2007
1494,0,0,None,3,1Fam,TA,Gd,1200,0,GLQ,Unf,1,0,Gd,279,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,576,2,TA,RFn,TA,Attchd,1997,1494,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9236,Inside,79,IR1,0,20,RL,0,None,None,0,7,CollgCr,27,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1479,AllPub,168,1997,1997,2006
1038,1060,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1030,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,878,3,TA,RFn,TA,Attchd,2005,2098,1,GasA,Gd,2Story,1,Ex,Lvl,Gtl,10240,Inside,80,Reg,0,60,RL,178,BrkFace,None,0,3,NridgHt,52,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1030,AllPub,192,2005,2005,2006
742,729,0,Pave,3,TwnhsE,TA,No,381,0,GLQ,Unf,0,0,Gd,348,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,PConc,2,Typ,440,2,TA,Unf,TA,Detchd,1999,1471,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,3230,Inside,34,Reg,0,160,FV,894,BrkFace,None,0,3,Somerst,24,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,729,AllPub,0,1999,1999,2009
672,714,0,None,3,1Fam,TA,Mn,438,0,Rec,Unf,0,0,TA,234,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,GdPrv,TA,1,CBlock,2,Typ,440,2,TA,Fin,TA,Attchd,1978,1386,1,GasA,TA,2Story,1,TA,Lvl,Gtl,11616,CulDSac,59.91111111,IR1,0,60,RL,328,BrkCmn,None,0,4,Sawyer,0,5,6,Y,0,None,CompShg,Hip,Abnorml,WD,0,Pave,6,672,AllPub,335,1978,1978,2010
757,744,0,Pave,3,Twnhs,TA,No,549,0,ALQ,Unf,0,0,Gd,195,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,PConc,2,Typ,440,2,TA,Unf,TA,Detchd,1999,1501,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,2280,Inside,24,Reg,0,160,FV,360,BrkFace,None,0,8,Somerst,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,744,AllPub,0,1999,1999,2008
864,0,0,None,2,1Fam,TA,No,612,0,Rec,Unf,0,0,TA,252,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,300,1,Ex,Unf,Ex,Detchd,2008,864,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9100,Inside,70,Reg,0,20,RL,0,None,Shed,450,10,NAmes,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,864,AllPub,0,1959,1959,2009
1301,0,0,None,2,1Fam,TA,Mn,405,0,LwQ,Unf,0,0,TA,740,Y,Feedr,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,PConc,1,Min1,440,2,TA,Unf,TA,Detchd,1965,1301,0,GasA,TA,1Story,1,Fa,Lvl,Gtl,6911,FR2,60,Reg,0,30,RM,0,None,None,0,10,BrkSide,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1145,AllPub,0,1924,1950,2009
764,783,0,None,3,1Fam,TA,Mn,24,0,GLQ,Unf,0,0,Gd,732,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,614,2,TA,Unf,TA,Attchd,2009,1547,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8640,Inside,72,Reg,0,60,FV,0,None,None,0,6,Somerst,45,5,7,Y,0,None,CompShg,Gable,Normal,Con,0,Pave,7,756,AllPub,169,2009,2009,2010
1268,1097,0,None,3,1Fam,TA,Mn,1163,0,GLQ,Unf,1,0,Gd,89,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,856,3,TA,RFn,TA,Attchd,1999,2365,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9430,Inside,82,Reg,0,60,RL,673,BrkFace,None,0,7,NoRidge,128,5,8,Y,0,None,CompShg,Gable,Normal,WD,180,Pave,8,1252,AllPub,0,1999,1999,2009
1506,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,1498,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,592,2,TA,Fin,TA,Attchd,2008,1506,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14587,Inside,75,IR1,0,20,RL,284,Stone,None,0,8,Somerst,174,5,9,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1498,AllPub,0,2008,2008,2008
980,734,0,None,3,1Fam,TA,No,394,0,GLQ,Unf,0,0,Gd,586,Y,Norm,Norm,SBrkr,156,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,496,2,TA,Unf,TA,Attchd,1988,1714,1,GasA,TA,2Story,1,TA,Lvl,Gtl,10421,Inside,80,Reg,0,60,RL,42,BrkFace,Shed,500,3,NWAmes,66,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,980,AllPub,228,1988,1988,2010
983,767,0,None,4,1Fam,TA,Mn,660,0,ALQ,Unf,1,0,Gd,323,Y,Norm,Norm,SBrkr,156,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,2,Mod,423,1,TA,Unf,TA,Attchd,1989,1750,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,12508,Inside,75,IR1,0,50,RL,0,None,Shed,1300,7,Mitchel,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,983,AllPub,245,1940,1985,2008
1836,0,0,None,3,1Fam,TA,No,24,0,GLQ,Unf,0,0,Gd,1836,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,484,2,TA,Fin,TA,Attchd,2004,1836,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9100,Inside,70,Reg,0,20,RL,0,None,None,0,10,CollgCr,33,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1860,AllPub,120,2004,2005,2006
1690,1589,0,None,4,1Fam,TA,Gd,1416,0,ALQ,Unf,1,0,Gd,234,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,Wd Shng,None,Gd,1,PConc,3,Mod,841,3,TA,Fin,TA,BuiltIn,2003,3279,1,GasA,Ex,2Story,1,Ex,HLS,Mod,53504,CulDSac,47,IR2,0,60,RL,603,BrkFace,None,0,6,StoneBr,36,5,8,Y,0,None,CompShg,Hip,Normal,WD,210,Pave,12,1650,AllPub,503,2003,2003,2010
858,0,0,None,2,1Fam,TA,Av,685,0,GLQ,Unf,1,0,Gd,173,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,1983,858,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,7252,CulDSac,59.91111111,IR1,0,85,RL,0,None,None,0,4,Sawyer,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,858,AllPub,120,1982,1982,2009
1220,0,0,None,2,1Fam,Fa,No,836,0,LwQ,Unf,0,0,Fa,0,Y,Norm,Norm,FuseF,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,396,2,TA,Unf,TA,Detchd,1951,1220,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8877,Inside,67,Reg,0,20,RL,0,None,None,0,4,Edwards,0,5,4,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,6,836,AllPub,0,1951,1951,2006
1117,0,0,None,3,1Fam,TA,Av,422,127,ALQ,BLQ,1,0,TA,480,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,TA,1,CBlock,1,Typ,672,2,TA,Unf,TA,Detchd,1976,1117,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,7819,Inside,94,Reg,0,80,RL,0,None,None,0,3,Edwards,0,5,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,1029,AllPub,144,1976,1976,2010
1973,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1935,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,895,3,TA,Fin,TA,Attchd,2006,1973,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,14226,Corner,110,Reg,0,20,RL,375,BrkFace,None,0,7,NridgHt,45,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,9,1935,AllPub,315,2006,2006,2007
1204,0,0,None,2,TwnhsE,TA,No,866,0,GLQ,Unf,1,0,Ex,338,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,412,2,TA,Fin,TA,Attchd,1998,1204,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,4500,FR2,32,Reg,0,120,RM,320,BrkFace,None,0,6,Mitchel,247,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,1204,AllPub,0,1998,1998,2009
894,0,0,None,3,1Fam,TA,No,762,0,ALQ,Unf,1,0,TA,102,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,MnPrv,Fa,1,CBlock,1,Typ,440,2,TA,Unf,TA,Attchd,1974,894,0,GasA,TA,1Story,1,TA,Lvl,Gtl,13350,Inside,100,IR1,0,20,RL,0,None,None,0,6,Sawyer,0,5,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,864,AllPub,241,1974,1974,2006
2020,0,0,None,4,Duplex,None,None,0,0,None,None,0,0,None,0,Y,Feedr,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,2,Slab,2,Typ,630,2,TA,Unf,TA,Detchd,1977,2020,0,GasA,TA,1Story,2,TA,Lvl,Gtl,8400,Inside,60,Reg,0,90,RH,320,BrkFace,None,0,10,SawyerW,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,10,0,AllPub,0,1977,1977,2007
1004,0,0,None,2,Duplex,TA,Gd,975,0,GLQ,Unf,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,ImStucc,None,None,0,CBlock,1,Typ,504,2,TA,Unf,TA,Attchd,1977,1004,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,10530,Inside,78,Reg,0,90,RL,90,BrkFace,None,0,5,Mitchel,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,975,AllPub,0,1977,1977,2006
1253,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1237,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,402,2,TA,Fin,TA,Attchd,1995,1253,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,7875,Inside,63,Reg,0,20,RL,38,BrkFace,None,0,6,Gilbert,21,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1237,AllPub,220,1995,1996,2007
810,793,0,None,3,1Fam,TA,No,387,0,ALQ,Unf,0,0,Gd,374,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,484,2,TA,RFn,TA,Attchd,1992,1603,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7153,Inside,65,Reg,0,60,RL,0,None,None,0,7,SawyerW,124,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,761,AllPub,0,1992,1992,2006
1430,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1413,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,605,2,TA,RFn,TA,Attchd,2001,1430,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,16285,Inside,67,IR2,0,20,RL,0,None,None,0,6,CollgCr,33,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1413,AllPub,0,2001,2002,2009
1110,0,0,None,1,1Fam,TA,Av,1097,0,GLQ,Unf,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,None,TA,1,PConc,1,Typ,602,2,TA,Fin,TA,Attchd,1978,1110,0,GasA,Ex,SFoyer,1,Gd,Lvl,Gtl,9101,Corner,95.39916142,IR1,0,85,RL,104,BrkFace,None,0,7,Mitchel,30,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,1097,AllPub,303,1978,1978,2009
1342,0,0,None,3,1Fam,TA,No,251,630,Rec,LwQ,0,0,TA,491,Y,Feedr,Norm,SBrkr,0,TA,TA,BrkFace,Wd Sdng,None,Gd,1,CBlock,2,Typ,457,2,TA,Unf,TA,Attchd,1967,1342,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9790,Inside,98.94442885,Reg,0,20,RL,0,None,None,0,9,NWAmes,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,197,Pave,7,1372,AllPub,0,1967,1967,2009
966,686,0,None,4,1Fam,TA,No,686,0,LwQ,Unf,1,0,Fa,0,Y,Artery,Norm,SBrkr,196,Gd,TA,MetalSd,MetalSd,None,None,0,PConc,2,Typ,416,1,TA,Unf,TA,Detchd,1961,1652,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,10800,Inside,60,Reg,0,50,RM,0,None,Shed,1200,6,OldTown,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,686,AllPub,0,1915,1950,2010
901,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,901,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,281,1,TA,Unf,Fa,Detchd,1954,901,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,6000,Corner,50,Reg,0,20,RM,0,None,None,0,8,OldTown,0,7,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,901,AllPub,0,1954,2000,2008
976,1111,0,None,5,1Fam,Fa,Gd,568,0,LwQ,Unf,0,0,TA,264,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,2,Typ,444,2,TA,Fin,TA,Attchd,1966,2087,1,GasA,Gd,2Story,1,Gd,Low,Gtl,12205,Inside,110.4762418,IR1,0,60,RL,157,BrkFace,None,0,7,ClearCr,168,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,832,AllPub,133,1966,2007,2007
1145,0,0,None,2,TwnhsE,TA,No,16,0,GLQ,Unf,0,0,Gd,1129,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,397,2,TA,Fin,TA,Attchd,2005,1145,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3182,Inside,43,Reg,0,120,RL,11,BrkFace,None,0,9,Blmngtn,16,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1145,AllPub,100,2005,2006,2009
1062,0,0,None,3,1Fam,TA,Av,539,0,ALQ,Unf,1,0,Gd,490,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,2,PConc,1,Typ,539,2,TA,RFn,TA,Attchd,1976,1062,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,11333,Corner,106.4565639,IR1,0,80,RL,0,None,None,0,5,Mitchel,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1029,AllPub,120,1976,1976,2007
1127,886,0,None,3,1Fam,TA,Av,862,0,GLQ,Unf,1,0,Gd,255,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,455,2,TA,Unf,TA,Attchd,1997,2013,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,9920,CulDSac,92,IR1,0,60,RL,0,None,None,0,6,NoRidge,130,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1117,AllPub,180,1996,1997,2007
1086,809,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,712,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,409,2,TA,Fin,TA,Attchd,1994,1895,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10832,Corner,104.0768947,IR1,0,60,RL,0,None,Shed,500,10,Gilbert,46,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,712,AllPub,143,1994,1996,2008
888,676,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,650,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,476,2,TA,Unf,TA,Attchd,1980,1564,1,GasA,TA,2Story,1,TA,Lvl,Gtl,8400,Inside,70,Reg,0,60,RL,130,BrkFace,None,0,4,SawyerW,50,6,6,Y,0,None,CompShg,Gable,Normal,WD,204,Pave,7,650,AllPub,0,1980,1981,2010
1285,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,660,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,MnPrv,TA,1,CBlock,1,Typ,528,2,TA,RFn,TA,Attchd,1977,1285,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,8197,Inside,71,Reg,0,20,RL,148,BrkFace,None,0,4,Sawyer,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,660,AllPub,138,1977,1977,2007
773,0,0,None,2,1Fam,TA,No,570,0,BLQ,Unf,0,0,TA,203,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,240,1,TA,Unf,TA,Attchd,1953,773,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,7677,Inside,57,Reg,0,20,RL,0,None,None,0,4,NAmes,0,5,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,4,773,AllPub,0,1953,1953,2008
1966,1174,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,1926,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,None,Gd,2,PConc,3,Typ,820,3,TA,Fin,TA,BuiltIn,2009,3140,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13518,Inside,104,Reg,0,60,RL,860,Stone,None,0,7,NridgHt,78,5,9,Y,0,None,CompShg,Hip,Partial,New,0,Pave,11,1926,AllPub,144,2008,2009,2009
616,1072,0,None,4,1Fam,TA,Gd,462,0,GLQ,Unf,1,0,Gd,154,Y,Feedr,Norm,SBrkr,185,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,603,2,TA,RFn,TA,Attchd,1997,1688,1,GasA,Gd,2Story,1,Gd,HLS,Mod,12798,Inside,79,IR1,0,60,RL,0,None,Shed,400,5,ClearCr,114,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,616,AllPub,403,1997,1997,2008
1196,0,0,None,2,1Fam,TA,No,197,0,LwQ,Unf,1,0,TA,999,Y,Norm,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,440,2,TA,Unf,TA,Detchd,1957,1196,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,4800,Inside,40,Reg,0,30,RM,0,None,None,0,7,IDOTRR,0,7,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1196,AllPub,0,1916,1990,2007
728,728,0,None,3,1Fam,TA,Av,648,0,GLQ,Unf,1,0,Gd,80,Y,Norm,Norm,SBrkr,0,TA,Gd,WdShing,Wd Shng,None,Gd,1,PConc,2,Typ,410,2,TA,Fin,TA,Attchd,2005,1456,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8199,Inside,63,Reg,0,60,RL,0,None,None,0,10,CollgCr,18,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,728,AllPub,36,2005,2005,2008
1734,1088,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,1734,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,None,Gd,1,PConc,3,Typ,1020,3,TA,RFn,TA,BuiltIn,2009,2822,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13891,Inside,107,Reg,0,60,RL,424,Stone,None,0,1,NridgHt,170,5,9,Y,0,None,CompShg,Hip,Partial,New,192,Pave,12,1734,AllPub,52,2008,2009,2009
1128,0,0,None,2,1Fam,TA,No,812,0,LwQ,Unf,0,0,TA,124,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,GdWo,None,0,CBlock,1,Min1,286,1,TA,Unf,TA,Attchd,1954,1128,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9000,Inside,75,Reg,0,20,RL,0,None,None,0,6,NAmes,0,5,5,Y,0,None,CompShg,Gable,Family,WD,0,Pave,5,936,AllPub,0,1954,1954,2006
